source_url,name,ingredients,instructions
https://www.finedininglovers.com/explore/recipes/roasted-oysters-scallion-kimchi-butter-and-rhubarb-mignonette,Roasted Oysters with Scallion Kimchi Butter and Rhubarb Mignonette,Oysters | FOR THE SCALLION KIMCHI BUTTER | Scallions | Olive oil | Kimchi paste | Room temperature unsalted butter | Lemons | Salt | Gochugaru or other chili flakes | FOR THE RHUBARB MIGNONETTE | Rhubarb | Rice wine vinegar | Water | Shallot | Lemon juice | Salt and freshly cracked black pepper,Lightly drizzle the olive oil over the scallions. On a hot grill or cast iron pan  cook the whole scallions on one side until they develop a nice char  4–6 minutes. Turn them over and cook on the other side until fully tender. Remove scallions from heat and let cool. Once cool  cut them into 2.5 cm pieces  discarding the roots.In a food processor  combine the cooked scallions with the kimchi paste. Process until no large pieces remain.In the bowl of a stand mixer  combine the butter  scallion kimchi purée  lemon zest  salt  and gochugaru. Start the mixer on low speed to combine  then gradually increase to medium-high speed until fully incorporated.Transfer the butter to a piping bag and keep it at room temperature.  minimal_rich_text | Place the minced rhubarb in a small mixing bowl.In a small pot over high heat  bring the rice wine vinegar and water to a boil.Pour the hot liquid over the rhubarb and let sit for 10 minutes.Add the minced shallot  lemon juice  salt  and black pepper. Set aside.  minimal_rich_text | Turn the grill to high  or preheat the oven to 450°F.Prepare a baking sheet by covering it with foil  gently scrunched to create a surface that holds the oysters steady.Place the oysters on the foil. Snip the tip of the piping bag and top each oyster with about 1 teaspoon of the scallion kimchi butter (more if the oysters are large).Grill with the lid closed or bake until the butter melts and the oysters are warmed through  about 2–4 minutes.Carefully remove the oysters from the grill or oven. Serve with the rhubarb mignonette and eat immediately.  minimal_rich_text
https://www.finedininglovers.com/explore/recipes/oyakodon,Oyakodon,FOR THE SAUCE | Dashi | Sake | Dark soy sauce | Mirin | FOR THE OYAKO | Chicken thighs | White onion | Garlic clove | Ginger | Eggs | Scallion | Japanese rice | Raw egg,In a 20 cm (7–8 inch) sauté pan over medium heat  combine the sauce ingredients with the chicken  white onion  garlic  and ginger.Cook  stirring occasionally  until the liquid reduces to about 3 tablespoons.Crack the eggs directly into the pan. Reduce heat to low  cover with a lid  and cook for 30 seconds to 1 minute  until the eggs are just barely set  sunny-side up style.Gently ladle the entire mixture over a bowl of cooked rice  keeping the eggs soft and runny.Top with chopped scallion and  if desired  an additional raw egg.  minimal_rich_text
https://www.finedininglovers.com/explore/recipes/loup-de-mer-carpaccio-chef-michael-michaelidis,Loup de Mer Carpaccio by Chef Michaël Michaelidis,Loup de Mer | Zest of 1 lime | Zest of 1 lemon | Zest of 1 orange | Juice of 1/2 lemon | Juice of 1/2 orange | Provençal extra virgin olive oil | Fleur de sel | Freshly cracked white pepper | Microgreens or baby basil,Using a very sharp knife  slice the Loup de Mer as thinly as possible. Arrange the slices in a single layer on a chilled serving plate.In a small bowl  combine the citrus juices and olive oil. Drizzle evenly over the fish.Sprinkle the fish with the citrus zest  fleur de sel  and white pepper.Garnish with microgreens or baby basil.Let the carpaccio rest for 5 minutes to allow the flavors to meld. Serve immediately.  minimal_rich_text
https://www.finedininglovers.com/explore/recipes/grilled-lamb-chops-provencal-recipe-chef-michael-michaelidis,Grilled Lamb Chops Provençal Recipe by Chef Michaël Michaelidis,FOR THE LAMB AND MARINADE | French lamb chops | Garlic cloves | Rosemary | Thyme | Zest of 1 lemon | Olive oil | FOR THE VEGETABLES | Zucchini | Eggplant | Red pepper | Cherry tomatoes | Olive oil | Salt | Herbes de Provence | FOR THE JUS | Lamb stock | Rosemary | Dry white wine,Combine the garlic  rosemary  thyme  lemon zest  and olive oil in a bowl. Rub the mixture over the lamb chops. Cover and marinate in the refrigerator for at least 4 hours.  minimal_rich_text | Preheat the grill to medium-high. Grill the lamb chops for about 3–4 minutes per side until medium rare. Let rest for 5 minutes before serving.  minimal_rich_text | Slice the zucchini  eggplant  and red pepper as desired. Toss with olive oil  salt  and herbes de Provence. Grill the vegetables until lightly charred.  minimal_rich_text | In a small saucepan  combine the lamb stock  rosemary  and white wine. Bring to a simmer and reduce until slightly thickened.  minimal_rich_text | Arrange the lamb chops on plates with the grilled vegetables.Drizzle the jus over and around the meat.  minimal_rich_text
https://thepioneerwoman.com/food-cooking/recipes/a65162388/fried-green-tomato-caprese-recipe/,Fried Green Tomato Caprese,"Vegetable oil, for frying | 1/2 c. all-purpose flour | 2 tsp. seasoning salt (such as Lawry's) | 2 to 3 large eggs | 1 1/2 c. panko breadcrumbs | 3 large green tomatoes, cut into 1/4-inch-thick slices | Flaky sea salt, to taste | Black pepper, to taste | 12 oz. fresh mozzarella, thickly sliced | 1/4 c. balsamic glaze | Large bunch fresh basil leaves, for serving","Add an inch of vegetable oil to a large heavy skillet and heat to 350°F on a deep-fry thermometer. | Mix the flour and seasoning salt in a shallow dish. Add 2 eggs to a second shallow dish and beat together. Add the panko to a third shallow dish. | Dredge a few tomato slices in the seasoned flour, then dip them in the egg, and lastly cover them in the panko. Set aside on a plate and repeat with the remaining tomato slices. Beat an additional egg into the shallow dish if necessary. | Working in batches, fry the tomatoes until golden and crisp, about 2 minutes per batch. Drain on a paper towel-lined plate and sprinkle with flaky sea salt and pepper. | When you are ready to assemble the salad, season the mozzarella slices with flaky sea salt and pepper. Shingle the fried tomatoes and mozzarella on a platter, alternating between the two. Drizzle over the balsamic glaze in a thin stream, then sprinkle over the basil leaves."
https://thepioneerwoman.com/food-cooking/recipes/a38848687/cheeseburger-pie-recipe/,Cheeseburger Pie,"1 tbsp. olive oil&nbsp; | 1 lb. lean ground beef | 1/2 c. &nbsp;chopped yellow onion | 1/2 tsp. kosher salt | 1 tbsp. Worcestershire sauce | Nonstick cooking spray | 2 large eggs | 1 c. whole buttermilk, room temperature | 1 tbsp. salted butter, melted | 1/2 c. all-purpose flour | 1 tsp. baking powder | 1 c. shredded cheddar cheese | Pickle slices, for serving (optional) | Ketchup, for serving&nbsp;(optional) | Burger sauce, for serving&nbsp;(optional)","Preheat the oven to 400°F.&nbsp; | Heat a large skillet over medium heat. Add olive oil, ground beef, onion, and salt. Cook, stirring occasionally, until meat is browned and crumbly and onions are softened, 8 to 10 minutes. Drain any excess fat from the pan, if you like. Add the Worcestershire sauce and cook until absorbed, about 2 minutes more.&nbsp; | Spray a 9-inch pie plate with nonstick cooking spray. Transfer the meat mixture to the pie plate. | Whisk together the eggs, buttermilk, and melted butter in a medium bowl until smooth. Add flour and baking powder; whisk until smooth. Pour over the hamburger mixture in the pie plate.&nbsp; | Sprinkle all over with cheese. Bake until top is browned and center is set, about 25 minutes.&nbsp; |  Serve the pie in slices with pickles, ketchup, and/or burger sauce, if you like.&nbsp;"
https://thepioneerwoman.com/food-cooking/recipes/a65280765/chocolate-chip-cookie-icebox-cake-recipe/,Chocolate Chip Cookie Icebox Cake,"1 (8-ounce) block cream cheese, at room temperature | 1 c. powdered sugar | 1/2 c. malted milk powder | 1 tbsp. vanilla extract | 3 c. heavy whipping cream | 2 (16-ounce) packages supermarket chocolate chip cookies (from the bakery section) | 2 tbsp. mini chocolate chips","In a stand mixer fitted with the paddle attachment, beat the cream cheese on medium speed until smooth, 1 to 2 minutes. Add the powdered sugar, malted milk powder, and vanilla, and beat on low speed until combined, about 30 seconds. Scrape the sides and bottom of the bowl with a rubber spatula. Increase the speed to medium, and beat until smooth, 1 minute more. | Scrape the sides and bottom of the bowl. Add 1 cup of the heavy cream, and beat on low speed until smooth. Add the remaining 2 cups heavy cream, increase the speed to medium-high, and beat until firm peaks form, 3 to 4 minutes. | Spoon ¼ cup of the cream mixture into the bottom of an 8-inch springform pan, smoothing it into a thin, even layer with a spoon or offset spatula. | Top the cream mixture with a single layer of cookies, breaking a few as needed to fit. Spread about 1¼ cups of the cream mixture over the cookies, smoothing it into an even layer. Repeat with another layer of cookies, followed by another 1¼ cups of cream. Repeat the layering process once more. Finish with a final layer of cookies, then spread the remaining cream mixture over the top, swooping it decoratively with a spoon if desired. (You’ll have four layers total.) Sprinkle with the mini chocolate chips. | Refrigerate for at least 4 hours or up to 12 hours. | Run an offset spatula round the outside of the cake and remove the sides of the springform pan. Slice into wedges and serve.&nbsp;"
https://thepioneerwoman.com/food-cooking/recipes/a11723/bbq-meatballs-comfort-food-to-the-max/,BBQ Meatballs,"1 1/2 lb. ground beef | 3/4 c. oats | 1 c. milk | 1/2 c. finely minced onion, divided | 1 1/2 tsp. salt | Plenty of ground black pepper, to taste | 1 c. all-purpose flour | Canola oil, for browning | 1 c. ketchup | 2 tbsp. sugar | 3 tbsp. white vinegar | 2 tbsp. Worcestershire sauce | 1 dash Tabasco","Preheat oven to 350°F. | In a large bowl, combine the ground beef, oats, milk, 3 tablespoons of onion, salt, and pepper. Roll into medium-small balls and place on a baking sheet. Place the sheet in the freezer for 5 minutes. | Remove the meatballs from the freezer and immediately dredge in the flour. | In a skillet, heat a few tablespoons of canola oil over medium heat. | Fry the meatballs until just brown. Place into a baking dish. | In a medium bowl, combine the ketchup, sugar, vinegar, Worcestershire sauce, Tabasco, and remaining 5 tablespoons onion. Pour over the meatballs and bake at for 45 minutes. Serve with egg noodles, mashed potatoes, or crusty French bread."
https://thepioneerwoman.com/food-cooking/recipes/a43660120/tomato-sandwich-recipe/,Tomato Sandwich,"1 c. garlic aioli | 2 tbsp. chopped fresh basil leaves | 12 slices white sandwich bread | 2 lb. heirloom tomatoes | Kosher salt, to taste | Freshly ground black pepper, to taste","In a medium bowl, combine the garlic aioli with the basil. Spread the mixture on one side of all the bread slices (there may be some leftover spread).&nbsp; | Slice the tomatoes into 1/4-inch slices. Place the slices on the aioli side of 6 slices of bread, overlapping as necessary. Season the tomatoes with salt and pepper. Place the other 6 slices of bread, aioli side down, on the tomatoes.&nbsp; | Serve immediately."
https://thepioneerwoman.com/food-cooking/recipes/a65380743/corn-and-zucchini-pasta-recipe/,Corn and Zucchini Pasta,"1 tsp. kosher salt, plus more for the pasta water | 1 lb. medium pasta shells | 2 tbsp. olive oil | 4 ears of corn, kernels removed (about 3 cups) | 2 medium zucchini, sliced into 1/4-inch-thick half moons | 4 garlic cloves, finely chopped | 1/2 tsp. black pepper | 1/2 tsp. red pepper flakes, plus more for topping | 1 c. low-sodium chicken or vegetable broth | 1 c. grated parmesan cheese (about 4 ounces), plus more for topping | 1 (5.3-ounce) package garlic-and-herb cheese (such as Boursin), sliced and at room temperature | Grated zest and juice of 1 lemon | 2 tbsp. chopped fresh chives, plus more for topping","Bring a large pot of salted water to a boil. Add the pasta and cook according to the package directions. Drain, reserving ½ cup cooking water.&nbsp; | Meanwhile, heat the olive oil in a large skillet or Dutch oven over medium-high heat. Add the corn and zucchini and cook, without stirring, until the vegetables begin to turn golden brown, 5 to 7 minutes. Reduce the heat to medium and stir in the garlic, black pepper, red pepper flakes, and 1 teaspoon salt. Cook until fragrant, about 1 minute. | Add the chicken broth to the skillet and&nbsp;cook for 1 minute, scraping the&nbsp;bottom of the pan with a wooden&nbsp;spoon. Reduce the heat to low and stir&nbsp;in the parmesan, garlic-and-herb&nbsp;cheese, lemon zest, and lemon juice.&nbsp; | Fold in the pasta and chives, loosening&nbsp;the sauce with a few splashes of the&nbsp;reserved cooking water if necessary.&nbsp;Serve topped with more parmesan,&nbsp;red pepper flakes, and chives."
